en,ml
solar,സൂര്യന്റേതായ
solar,സൂര്യനെ സംബന്ധിച്ച
solar,സൂര്യകിരണങ്ങളെ സംബന്ധിച്ച
solar,സൂര്യനെപ്പോലുള്ള
sold,വിറ്റു
solder,വിളക്കുപൊടി
solder,തുളപ്പുപൊടി
solder,വിളക്കാന്‍ ഉപയോഗിക്കുന്ന ലോഹസങ്കരം
soldier,ഓഫീസര്‍ പദവിക്ക് താഴെയുള്ള പട്ടാളക്കാരന്‍
soldier,ഒരു പ്രത്യേക കാര്യത്തിനുവേണ്ടി അശ്രാന്തപരിശ്രമം ചെയ്യുന്ന പ്രവര്‍ത്തകന്‍
soldier,ഭടന്‍
soldier,പട്ടാളക്കാരന്‍
soldier,സൂത്രത്തില്‍ ഒഴിഞ്ഞുമാറുന്നവന്‍
sole,പാദത്തിന്റെ അടിവശം
sole,ചെരിപ്പിന്റെ അടി
sole,ഉള്ളങ്കാല്‍
sole,കട്ടിളപ്പടി
solely,തനിച്ച്
solely,ഒറ്റയ്ക്ക്
solely,ഏകനായി
solemn,ശാന്തഗംഭീരമായ
solemn,ഗൗരവസ്വഭാവമുള്ള
solemn,ദൈവതിരുമുമ്പില്‍ പ്രതിജ്ഞയെടുക്കുന്ന
solemn,ഉദാത്തമായ
solemn,ദൃഢമായ
solemnity,ശാന്തഗംഭീരം
solemnity,മതാനുഷ്ഠാനം
solemnity,അനുഷ്ഠാനം
solemnity,ഗൗരവം
solemnize,യഥാവിധി നിര്‍വ്വഹിക്കുക
solemnly,മതാചാരത്തോടുകൂടി
solemnly,തീര്‍ച്ചയായി
solemnly,നിയമാനുസാരം
solemnly,യഥാവിധി
solemnly,ഗംഭീരമായി
solicit,അപേക്ഷിക്കുക
solicit,അഭ്യര്‍ത്ഥിക്കുക
solicit,ക്ഷണിക്കുക
solicitor,അഭ്യര്‍ത്ഥിക്കുന്നവന്‍
solicitor,വക്കീല്‍ കാര്യസ്ഥന്‍
solicitous,ചിന്താകുലനായ
solicitous,എന്തെങ്കിലും ചെയ്യുവാന്‍ സന്നദ്ധതയോ താത്പര്യമോ ഉള്ള
solicitous,വ്യഗ്രതയുള്ള
solicitous,വാഞ്ഛയുള്ള
solicitous,ഉത്സുകമായ
solicitous,ബദ്ധപ്പാടുള്ള
solicitude,ഉത്കണ്ഠ
solicitude,അസ്വസ്ഥത
solicitude,വ്യഗ്രത
solicitude,ആവേശം
solid,ഖരമായ
solid,സ്ഥൂലമായ
solid,ഉറപ്പുള്ള
solidarity,താല്‍പരൈക്യം
solidarity,ആദര്‍ശഐക്യം
solidify,ഖരമാക്കുക
solidify,സാന്ദ്രീകരിക്കുക
solidity,കാഠിന്യം
solidity,ഗാഢത
solidity,സ്ഥിരത
solidity,ഖരാവസ്ഥ
soliloquy,ആത്മഗതഭാഷണം
solitary,ഒറ്റ
solitary,ഇഷ്ടപ്പെടുന്ന
solitary,കൂട്ടുകാരില്ലാത്ത
solitary,ഏകാകിയായ
solitude,വിജനസ്ഥാനം
solitude,ഏകാന്തത
soluble,ദ്രാവകത്തില്‍ അലിയിക്കാവുന്ന
soluble,കലങ്ങുന്ന
soluble,പരിഹരിക്കാവുന്ന
soluble,ലയിക്കുന്ന
soluble,അപഗ്രഥിക്കാവുന്ന
solution,കണ്ടെത്തിയ ഉത്തരം
solution,ലായനി
solution,വിഘടനം
solve,ഒരു പ്രശ്നത്തിന് ഉത്തരം കണ്ടുപിടിക്കുക
solve,വ്യക്തമാക്കുക
solve,വ്യാകരിക്കുക
solve,സമാധാനം കണ്ടുപിടിക്കുക
sombre,ദുഃഖിതനായ
sombre,വര്‍ണ്ണമാര്‍ന്ന
sombre,ഇരുണ്ട
sombre,മ്ലാനമായമങ്ങലാക്കുക
sombre,കറുപ്പിക്കുക
some,കുറെ
some,പല
some,ചില
some,കുറച്ച്
somersault,മലക്കംമറിച്ചില്‍
somersault,കുട്ടിക്കരണം
somersault,കരണം മറിച്ചില്‍
somersault,തലകുത്തിമറിച്ചില്‍
somewhat,ഏതാനും
somewhat,കുറേശ്ശേ
somewhat,അസാരം
somewhat,നിര്‍ണ്ണയിക്കപ്പെടാത്ത
somnolent,ഉറങ്ങിയ
somnolent,മയങ്ങിയ
somnolent,കാരണമായ
somnolent,ഉറക്കം വരുത്തുന്ന
son,ആണ്‍സന്താനം
son,സന്തതി
son,മകന്‍
son,പുത്രന്‍
song,പാട്ട്
song,ഗാന
song,കവിത
sonic,ശബ്ദതരംഗങ്ങളെ സംബന്ധിച്ച
sonic,ശബ്ദത്തിന്റെ വേഗത്തില്‍ സഞ്ചരിക്കുന്ന
son-in-law,മകളുടെ ഭര്‍ത്താവ്
son-in-law,ജാമാതാവ്
son-in-law,ദൂഹിത്യപ്തി
son-in-law,മരുമകന്‍
sonnet,ശീതിക
sonnet,ലഘുഗീതം
sonnet,ചെറുകവിത
sonnet,ലഘുകാവ്യം
soon,അല്പസമയത്തിനുളളില്‍
soon,പെട്ടെന്ന്
soon,ഉടനെ
soon,വേഗം
soot,പുകപ്പൊടി
soot,മഷി
soot,പുകയറ
soothe,ശാന്തമാക്കുക
soothe,സസാശ്വസിപ്പിക്കുക
soothe,വേദന ശമിപ്പിക്കുക
soothe,അനുനയിപ്പിക്കുക
sop,തിന്നാനായി കുതിര്‍ത്തത്
sop,പാല്‍ മുതലായവയില്‍ മുക്കിയ അപ്പം
sop,ദുര്‍ബലമനസ്കന്‍
sop,കുതിര്‍ത്ത
sophisticated,വളരെ പരിഷ്കൃതമായ
sophisticated,ലോകപരിജ്ഞാനമുള്ള
sophisticated,ലോകപരിചയമുള്ള
sopping,കുതിര്‍ത്ത
sorcerer,ദുര്‍മന്ത്രവാദി
sorcerer,അഭിചാരി
sorcerer,മാരണം
sorcerer,ആഭിചാരക്കാരന്‍
sorcery,ചെപ്പടിവിദ്യ
sorcery,മായാവിദ്യ
sorcery,ഐന്ദ്രജാലം
sorcery,ആഭിചാരം
sorcery,വശ്യം
sordid,അറപ്പുളവാക്കുന്ന
sordid,നീചനായ
sordid,ധാര്‍മ്മികമായി ദുഷിച്ച
sordid,കെട്ട
sordid,മലിനമായ
sore,പുണ്ണുള്ള
sore,ക്രോധനമായ
sore,വ്രണം
sore,ദുഃഖം
sore,പീഡ
sorely,വേദനയോടെ
sorely,കഠിനമായി
sorely,തീവ്രമായി
sorely,വളരെ
sorely,ഏറ്റം
sorrow,അഴല്‍
sorrow,അല്ലല്‍
sorrow,ദുഃഖം
sorrow,വ്യസനം
sorrowful,ദുഃഖമുള്ള
sorrowful,ദുഃഖജനകമായ
sorrowful,വ്യസനകരമായ
sorrowful,ദുഃഖിക്കുന്ന
sorrowful,സങ്കടകരമായ
sorry,ഖേദമുള്ള
sorry,സഹതാപമുള്ള
sorry,നിന്ദ്യമായ
sorry,പശ്ചാത്തപിക്കുന്ന
sort,ഇനം
sort,ജാതി
sort,ഭേദം
sort,വകുപ്പ്
sorter,തരംതിരിക്കുന്നവന്‍
sorter,കത്തുകള്‍ തരം തിരിക്കുന്ന പോസ്റ്റാഫീസിലെ ആള്‍
sorter,ഇനം തിരിക്കുന്നവന്‍
SOS,സഹായത്തിനുള്ള അഭ്യര്‍ത്ഥന
SOS,സന്ദേശം
SOS,സംജ്ഞ
sought,തേടി
sought,തിരഞ്ഞു
soul,ആത്മാവ്
soul,മനസ്സ്
soul,ചിത്തം
soul,സാരം
soul,മര്‍മ്മം
sound,ബലിഷ്ഠമായ
sound,വിവേകബുദ്ധിയുള്ള
sound,വാദത്തെപ്പറി) ഗാഢമായ
sound,കേടില്ലാത്ത
sound,ആരോഗ്യമുള്ള
soundly,ആരോഗ്യത്തോടെ
soundly,ഗാഢമായി
soundly,നല്ലപോലെ
soundly,വിശ്വാസയോഗ്യമായി
soundness,നല്ല അവസ്ഥ
soundness,ആരോഗ്യം
soundness,പരമാര്‍ത്ഥത
soundness,നല്ലസ്ഥിതി
sound-proof,ശബ്ദത്തിനു പുറത്തു പോകാനോ അകത്തു കടക്കാനോ കഴിയാത്ത
sound-proof,ശബ്ദനിബദ്ധമായ
sound-proof,നാദനിരുദ്ധമായ
soup,സൂപ്പ്
soup,ആണം
soup,പച്ചക്കറിരസം
soup,യൂഷം
sour,പുളിയുള്ള
sour,രൂക്ഷമായ
sour,പരാജയപ്പെട്ട
sour,കനച്ച
source,സ്ഥലമോ
source,സാധനമോ
source,വ്യക്തിയോ സാഹചര്യമോ ആരംഭിക്കുന്നിടം
source,ഉറവിടം
source,ഒരു പുഴയോ അരുവിയോ ആരംഭിക്കുന്ന സ്ഥലംഉത്ഭവസ്ഥാനം
source,ഉറവ്
source,ഹേതു
sourly,പുളിപ്പുള്ള
sourly,മുഷിച്ചലോടെ
sourly,വെറുപ്പോടെ
south,ഉത്തരാര്‍ദ്ധഗോളത്തിലെ നിന്നാല്‍ അയാളുടെ വലതുഭാഗത്തെ ദിശ-തെക്ക്
south,തെക്ക്
south,തെക്കേ രാജ്യംതെക്കുള്ള
south,ദക്ഷിണമായ
south,ദാക്ഷിണ
southern,ദക്ഷിണദിക്കിനെ സംബന്ധിച്ച
southern,ദക്ഷിണ
"southward, southwar",ദക്ഷിണധ്രുവദിശ
souvenir,സ്മാരകസമ്മാനം
souvenir,സ്മാരകം
souvenir,സ്മാരകവസ്തു
sovereign,സര്‍വ്വാധികാരമുള്ള
sovereign,പരമാധികാരമുള്ള
sovereign,ഉത്കൃഷ്ടമായ
sovereign,പവന്‍
sovereignty,ആധിപത്യം
sovereignty,സാമാജ്യം
sovereignty,സ്വയംഭരണം
Soviet,സോവിയറ്റ്
Soviet,ഭരണസമിതി
sow,വിതയ്ക്കുക
sow,വിളവിറക്കുക
sow,പ്രചരിപ്പിക്കുക
space,ആകാശം
space,ശൂന്യസ്ഥലം
space,അന്തരീക്ഷം
space,ഇടം
space,ദേശം
spacious,വേണ്ട സ്ഥലമുള്ള
spacious,വിസ്താരമുള്ള
spacious,വിശാലമായ
spade,മണ്‍വെട്ടി
spade,തൂമ്പപോലുള്ളതും അതേ ആവശ്യങ്ങള്‍ക്ക് ഉപയോഗിക്കുന്നതുമായ ഉപകരണം
spade-work,പ്രാരംഭഘട്ടത്തിലെ പണി
span,ഒരു ചാണ്‍
span,ഇടയകലം
spank,തിരക്കിട്ടുനീങ്ങുക
spank,ചരിപ്പിക്കുക
spank,പായിക്കുക
spank,കൈപ്പത്തികൊണ്ട് പ്രഹരിക്കുക
spanner,അളക്കുന്നവന്‍
spanner,കമാല്‍കെട്ടുന്നവന്‍
spanner,സ്പാനര്‍
spar,പായ്മരം
spar,ഉരുണ്ടമരക്കഷണം
spar,ദണ്ഡ്
spar,കഴുക്കോല്‍
spar,കഴ
spare,പ്രത്യേകാവശ്യത്തിന് സൂക്ഷിക്കുന്ന
spare,മിതത്വംപാലിക്കുന്ന
spare,മോചിപ്പിക്കുക
spare,വിട്ടുകളയുക
"sparing, sparingly",മിതവ്യയമുള്ള
"sparing, sparingly",മാപ്പുനല്‍കുന്ന
"sparing, sparingly",മിതവ്യയത്തോടെ
"sparing, sparingly",നാമമാത്രവിഭവങ്ങളോടെ
